Number	Poem	Page	ID	Position	Character	Pinyin	MC	OC	FQ	GY	Tone	Division	?	Final	Rhyme	Metrum I	Metrum II	Metrum III	Text	German	
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	4j	40	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	C						
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	5c	34	慶	qìng	*khjaengH	*khraŋs	丘敬	溪映	q	III	k	陽	A	IX	xx	A			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	5l	49	{亂-乚}+司										?	X	xxxxxxx	X			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	5l	49	司	sī	*si	*sə	息玆	心之	p	III	k	之	X						
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	6d	54	封	fēng	*puawŋ	*p(r)oŋ	府容	非鍾	p	III	h	東	a	XI	xxxxx	a			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	6h	58	訊	xùn	*sinH	*sins	息晉	心震	q	III	k	真	C	XII	xxxx	C			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	7c	63	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	C	XIII	xxxxx	C			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	7c	63	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	C						
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	7g	68	名	míng	*mjiaŋ	*meŋ	武并	明清	p	III	k	耕	C	XIV	xxxxx	C			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	8e	74	壁	bì	*pjek	*pek	必益	幫昔	r	III	k	錫	X	XV	xxxxxx	X			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	9d	84	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	D	XVI	xxxxxxxxxx	D			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	10c	93	𣪘										?	XVII	xxxxxxxxx	D			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	10c	93	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	D						
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	10j	102	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	a	XVIII	xxxxxxxxx	a			
50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	11c	105	宗	zōng	*tsowng	*tsūŋ	作冬	精冬	p	I	h	冬	α	XIX	xxx	α			
**50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	7g	68	名	míng	*mjiaŋ	*meŋ	武并	明清	p	III	k	耕	C						
**50	(LIÙ NIÁN) SHÀO BÓ HǓ GUǏ （ 六年）召伯虎簋	216-217	8g	76	生	shēng	*sraeng	*sreŋ	所庚	生庚	p	II	k	耕	C						
51	DÀ KÈ DǏNG 大克鼎	220-221		(1-97)																	
51	DÀ KÈ DǏNG 大克鼎	220-221	10g	101	子	zǐ	*tsiX	*tsəʔ	即里	精止	s	III	k	之	X	I	xxxx	X			
51	DÀ KÈ DǏNG 大克鼎	220-221	11b	108	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A	II	xxxxxxx	A			
51	DÀ KÈ DǏNG 大克鼎	220-221	11b	108	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A						
51	DÀ KÈ DǏNG 大克鼎	220-221	11f	112	邦	bāng	*paɨwŋ	*prōŋ	博江	幫江	p	II	k	東	a	III	xxxx	a			
51	DÀ KÈ DǏNG 大克鼎	220-221	11j	116	方	fāng	*pjang	*paŋ	府良	非陽	p	III	h	陽	A	IV	xxxx	A  [...]			
51	DÀ KÈ DǏNG 大克鼎	220-221		(117-253)																	
51	DÀ KÈ DǏNG 大克鼎	220-221	25i	257	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	B	V	xxxx	B			
51	DÀ KÈ DǏNG 大克鼎	220-221	26h	266	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	B	VI	xxxxxxxxx	B			
51	DÀ KÈ DǏNG 大克鼎	220-221	27i	277	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	X	VII	xxxxxxxxx	X			
51	DÀ KÈ DǏNG 大克鼎	220-221	28e	283	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A	VIII	xxxxxx	A			
51	DÀ KÈ DǏNG 大克鼎	220-221	28e	283	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A						
51	DÀ KÈ DǏNG 大克鼎	220-221	28j	289	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	a	IX	xxxxxx	a			
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	2d	10	{金+古}>皿										?	I	xxxxxxxxxx	A			
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	2d	10	簠	fǔ	*pjuX	*p(r)aʔ	方矩	非麌	s	III	h	魚	A				白（伯）大師小子，白（伯）公父乍（作）{{金+古}>皿}（簠 A），	"""[Ich,] der Subalterne des (Ältesten ) fürstlichen tàishī (Staabs-chefs), der (Älteste ) Fürst, Vater Gōng, ließ ein fǔ­Gefäß fertigen,"	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	3a	13	金	jīn	*kim	*k(r)əm	居吟	見侵	p	III	k	侵	X	II	xxx	X	斁（擇）之金 X ，	wählte mir diese Metalle aus: 	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	3e	17	盧	lú	*lu	*C-rā	落胡	來模	p	I	h	魚	A	III	xxxx	A	隹（唯）鐈隹（唯）盧 A 。	es war qiáo­Metall (?Zinn), es war lú-Metall (hochwertige Bronze).	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	4c	21	吉	jí	*kjit	*kit	居質	見質	r	III	k	質	X	IV	xxxx	X	其金孔吉 X ，	Wie solide diese Bronze ist, 	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	5a	25	黃	huáng	*hwang	*ɦkʷaŋ	胡光	匣唐	p	I	h	陽	B	V	xxxx	B	亦玄亦黃 B ！	sowohl schwarz, als auch gelb.	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	6a	31	{井+刂}>米										?	VI	xxxxxx	B	用成（盛）䊒{方+{𠂉>舀}}（稻）需（糯）{{井+刂}>米}（粱 B）！ 	Verwendet sie als Behälter für Frühweizen, Reis, Klebreis und Hirse!	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	6a	31	粱	liáng	*ljang	*C-raŋ	呂張	來陽	p	III	k	陽	B						
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	7b	38	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	B	VII	xxxxxxx	B	我用召卿事（士）辟王 B ，	"Laßt sie uns verwenden, um die Minister und (die dem König als Beamten dienenden ) Beamten des Königs zum Mahl zu bitten, 
"	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	8b	44	兄	xiōng	*xjwaeng	*hwraŋ	許榮	曉庚	p	III	h	陽	B	VIII	xxxxxx	B	用召者（諸）考者（諸）兄 B ，	laßt sie uns verwenden, um die Senioren und älteren Brüder zum Mahl zu bitten,	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	9d	52	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B	IX	xxxxxxxx	B	用{厂0長}（祈）眉壽多福無彊（疆 B）。	laßt sie uns verwenden, um um ein langes Leben und vielfältiges Glück ohne Begrenzung zu beten! 	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	9d	52	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B						
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	10a	57	孫=	-sūn	*-swon	*-sūn	思渾	心魂	p	I	h	文	X	X	xxxxx	X	其子=孫= X 		
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	10e	61	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B	XI	xxxx	B	永寶用亯（享 B）！ 	"Mögen Kindes-kinder und Enkelsenkel es (das fǔ-Gefäß) ewiglich wertschätzen und für ri-tuelle Speisungen verwenden!"""	
52	BÓ GŌNGFÙ FǓ 伯公父簠	221-222	10e	61	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B						
53	KÈ XǓ 克盨			(1-20)															隹（唯）十又八年，十又二月，初 吉，庚寅，王才（在）周康穆宮。	"""Es war im achtzehnten Jahr, im zwölften Monat, (Mondphase) chūjí (‘beginnende Glücksverheißung’), (Zyklustag) gēngyǐn, der König weilte im [innerhalb des Tempels von König] Kāng gelegenen Palast des König Mù von Zhōu."	
53	KÈ XǓ 克盨	223-224	3d	24	友	yǒu	*hjuwX	*wəʔ	云久	云有	s	III	K	之	a	I	xxxx	a	王令尹氏友 a 、	Der König befahl dem yǐnshì (Vorsteher) Yǒu und dem Kanzlisten ?Qin, 	
53	KÈ XǓ 克盨	223-224	4b	32	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	X	II	xxxxxxxx	X	史 {走+金}典（腆）善夫克田、人 X 。 	die Ländereien und Leute des Seneschall Kè zu vermehren. 	
53	KÈ XǓ 克盨	223-224	4f	36	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	III	xxxx	A	克拜{旨+頁}（稽）首 A ，	[Ich,] Kè verneigte mich und schlug mein Haupt in Proskynese zu Boden, 	
53	KÈ XǓ 克盨	223-224	5e	45	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	IV	xxxxxxxxx	A	敢對天子不（丕）顯魯休揚（揚休 A），	wagte es, des Himmelssohnes illustren, großzügigen und gebenedeiten Gnadenerweis zu erwidern,	
53	KÈ XǓ 克盨	223-224	5i	49	盨	xǔ	*srjoX	*soʔ	相廋	心麌	s	III	h	侯	B	V	xxxx	B	用乍（作）旅盨 B 。	und deshalb eine xǔ­Oblongterrine für die Reise fertigen zu lassen. 	
53	KÈ XǓ 克盨	223-224	6e	55	尹	yǐn	*ywinX	*lun	余準	以準	s	III	h	文	X	VI	xxxxxx	X	隹（唯）用{{虍>鼎}+犬}（獻）于師尹 X 、	Sie ist zu verwenden, um den Heerführern aller Arten, 	
53	KÈ XǓ 克盨	223-224	6i	59	遘	gòu	*kuwH	*k(r)ōs	古候	見侯	q	I	k	侯	B	VII	xxxx	B	倗（朋）友，{勹0{艮+殳}}（婚）遘（媾B）。	den männlichen Nahund Fernverwandten und der angeheirateten Verwandtschaft Gaben darzubringen. 	
53	KÈ XǓ 克盨	223-224	6i	59	媾	gòu	*kuwH	*k(r)ōs	古候	見侯	q	I	k	侯	B						
53	KÈ XǓ 克盨	223-224	7i	69	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	VIII	xxxxxxxxxx	A	克其用朝夕亯（享）于且（祖）考 A ，	[Ich,] Kè werde sie von morgens bis abends für rituelle Speisungen der Ahnväter verwenden, 	
53	KÈ XǓ 克盨	223-224	8b	77	刀>日>比>泉=										?	IX	xxxxxxxx	X	皇且（祖）考其{豐+攵}=（磅磅）{刀>口>比>泉}=（礡礡 X），	so daß die erhabenen Ahnväter –*ph(r)oŋ-ph(r)oŋ, phāk-phāk (in Hülle und Fülle) 	
53	KÈ XǓ 克盨	223-224	8b	77	礡	-bó	*-pak	*-pāk	補各	幫鐸	r	I	k	鐸	X						
53	KÈ XǓ 克盨	223-224	8f	81	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	C	X	xxxx	C	降克多福 C ，	– vielfältiges Glück zu [mir,] Kè herablassen, 	
53	KÈ XǓ 克盨	223-224	8j	85	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	X	XI	xxxx	X	眉壽永令（命X），	ein langes Leben und ein ewiges Mandat, 	
53	KÈ XǓ 克盨	223-224	8j	85	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	X						
53	KÈ XǓ 克盨	223-224	9d	89	子	zǐ	*tsiX	*tsəʔ	即里	精止	s	III	k	之	c	XII	xxxx	c	㽙（畯）臣天子 C ！	damit [ich] noch lange dem Himmelssohn als Lakai diene! 	
53	KÈ XǓ 克盨	223-224	10a	96	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	D	XIII	xxxxxxx	D	克其日易（賜）休無彊（疆 D）。	Möge [mir,] Kè tagtäglich Gnade geschenkt werden, ohne Begrenzung! 	
53	KÈ XǓ 克盨	223-224	10a	96	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	D						
53	KÈ XǓ 克盨	223-224	10j	107	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	d	XIV	xxxxxxxxxxx	d	克其萬年子=孫= 永寶用 d ！	"Mögen die Kindeskinder und Enkelsenkel des Kè sie (die Oblongterrine) ewiglich wertschätzen und verwenden!"""	
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229		(1-29)																	
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	3a	37	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	I	xxxxxxxx	A			
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	5g	43	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	II	xxxxxx	A			
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	6b	47	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A	III	xxxx	A			
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	6f	51	冬	dōng	*towng	*tūŋ	都宗	端冬	p	I	h	冬	b	IV	xxxx	b			
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	6f	51	終	zhōng	*tsyuwng	*tuŋ	職戎	章冬	p	III	h	冬	b						
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	7b	56	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B	V	xxxxx	B			
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	7b	56	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B						
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	7i	64	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B	VI	xxxxxxxx	B			
54	WĒI LUÁN DǏNG 微{糸+言+糸}鼎	229	7i	64	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B						
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230		(1-22)																	
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230	3g	27	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	A	I	xxxxx	A			
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230	4c	33	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	A	II	xxxxxx	A			
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230	4c	33	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	A						
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230	4l	39	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B	III	xxxxxx	B			
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230	4l	39	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B						
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230	6d	48	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B	IV	xxxxxxxxx	B			
55	SHÍ YÚ ZHŌNG 師臾鐘	229-230	6d	48	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B						
56	X GUǏ {貝>黽}簋	230		(1-25)																	
56	X GUǏ {貝>黽}簋	230	4c	29	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	I	xxxx	A			
56	X GUǏ {貝>黽}簋	230	5a	34	𣪘										?	II	xxxxx	A			
56	X GUǏ {貝>黽}簋	230	5a	34	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
56	X GUǏ {貝>黽}簋	230	5g	40	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	III	xxxxxx	A			
57	CÀI JÍ GUǏ 蔡姞簋	231	2b	10	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	X	I	xxxxxxxxxx	X			
57	CÀI JÍ GUǏ 蔡姞簋	231	2h	16	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	A	II	xxxxxx	A			
57	CÀI JÍ GUǏ 蔡姞簋	231	3g	23	姬	jī	*ki	*k(r)ə	居之	見之	p	III	k	之	a	III	xxxxxxx	a			
57	CÀI JÍ GUǏ 蔡姞簋	231	4d	28	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	α	IV	xxxxx	α			
57	CÀI JÍ GUǏ 蔡姞簋	231	4h	32	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	B	V	xxxx	B			
57	CÀI JÍ GUǏ 蔡姞簋	231	4h	32	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	B						
57	CÀI JÍ GUǏ 蔡姞簋	231	5c	35	生	shēng	*sraeng	*sreŋ	所庚	生庚	p	II	k	耕	b	VI	xxx	b			
57	CÀI JÍ GUǏ 蔡姞簋	231	5e	37	冬	dōng	*towng	*tūŋ	都宗	端冬	p	I	h	冬	c	VII	xx	c			
57	CÀI JÍ GUǏ 蔡姞簋	231	5e	37	終	zhōng	*tsyuwng	*tuŋ	職戎	章冬	p	III	h	冬	c						
57	CÀI JÍ GUǏ 蔡姞簋	231	6b	42	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	C	VIII	xxxxx	C			
57	CÀI JÍ GUǏ 蔡姞簋	231	6b	42	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	C						
57	CÀI JÍ GUǏ 蔡姞簋	231	6d	46	孫	sūn	*swon	*sūn	思渾	心魂	p	I	h	文	X	IX	xxxx	X			
57	CÀI JÍ GUǏ 蔡姞簋	231	6h	50	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	C	X	xxxx	C			
57	CÀI JÍ GUǏ 蔡姞簋	231	6h	50	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	C						
58	ZHUÍ GUǏ 追簋	232		(1-8)																	
58	ZHUÍ GUǏ 追簋	232	2f	14	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	I	xxxxxx	A			
58	ZHUÍ GUǏ 追簋	232	3e	21	揚	yáng	*yang	*laŋ	與章	以陽	p	III	k	陽	X	II	xxxxxxx	X			
58	ZHUÍ GUǏ 追簋	232	4d	29	𣪘										?	III	xxxxxxxx	A			
58	ZHUÍ GUǏ 追簋	232	4d	29	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
58	ZHUÍ GUǏ 追簋	232	5c	36	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	B	IV	xxxxxxx	B			
58	ZHUÍ GUǏ 追簋	232	6b	43	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	B	V	xxxxxxx	B			
58	ZHUÍ GUǏ 追簋	232	6b	43	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	B						
58	ZHUÍ GUǏ 追簋	232	6h	49	冬	dōng	*towng	*tūŋ	都宗	端冬	p	I	h	冬	C	VI	xxxxxx	C			
58	ZHUÍ GUǏ 追簋	232	6h	49	終	zhōng	*tsyuwng	*tuŋ	職戎	章冬	p	III	h	冬	C						
58	ZHUÍ GUǏ 追簋	232	7c	53	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	B	VII	xxxx	B			
58	ZHUÍ GUǏ 追簋	232	7h	60	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	c	VIII	xxxxxxx	c			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233		(1-10)																	
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	3a	15	孝	xiào	*xaewH   	*xrūs   	呼教	曉效	q	II	k	幽	A	I	xxxxx	A			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	3f	20	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	II	xxxx	A			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	4c	24	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A	III	xx	A			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	4e	26	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B	IV	xxxx	B			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	4e	26	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B						
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	5c	31	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	X	V	xxxx	X			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	5e	33	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	VI	xx	A			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	5g	35	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B	VII	xx	B			
59	ZHŌNG SHÍFÙ XǓ 仲師父盨	232-233	5g	35	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B						
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234		(1-10)																	
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	3c	15	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	I	xxxxx	A			
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	4b	20	考+口										?	II	xxxxx	A			
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	4b	20	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A						
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	4f	24	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A	III	xxxx	A			
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	5b	26	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B	IV	xx	B			
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	5b	26	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B						
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	6a	32	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	X	V	xxxxxx	X			
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	6c	34	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	VI	xx	A			
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	6e	36	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B	VII	xx	B			
60	ZHŌNG SHÍFÙ DǏNG 仲師父鼎	233-234	6e	36	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B						
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234		(1-6)																	
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234	3e	17	𣪘										?	I	xxxxxxxxxxx	A			
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234	3e	17	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234	4d	23	孝	xiào	*xaewH	*xrūs	呼教	曉效	q	II	k	幽	A	II	xxxxxx	A			
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234	5b	27	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	a	III	xxxx	a			
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234	6b	34	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A	IV	xxxxxxx	A			
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234	6f	38	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	X	V	xxxx	X			
61	LǓ BÓ YÙ GUǏ 魯伯悆簋	234	6f	38	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	X						
62	LǙ BÓ GUǏ 呂伯簋	235	3a	10	𣪘										?						
62	LǙ BÓ GUǏ 呂伯簋	235	3a	10	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A	I	xxxxxxxxxx 	A			
62	LǙ BÓ GUǏ 呂伯簋	235	3c	12	牢	láo	*law	*C-rū	魯刀	來豪	p	I	k	幽	A	II	xx	A			
62	LǙ BÓ GUǏ 呂伯簋	235	4c	19	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	III	xxxxxxx	A			
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	1d	4	鼎	dǐng	*tengX	*trēŋʔ	都挺	端迥	s	IV	k	耕	X	I	xxxx	X	毛公旅鼎 X ，	"""Der repräsentative dǐng-Dreifuß des Herzogs von Máo"	
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	2b	7	𣪘										?	II	xxx	A	亦隹（唯）（唯）簋 A，	und [seine] guǐ-Terrine sind es, 	
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	2b	7	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	2f	11	厚	hòu	*huwX	*g(r)ōʔ	胡口	匣厚	s	I	k	侯	a	III	xxx	a	我用飲厚 X	die wir verwenden, um mit Trank und reichhaltigen Speisen	
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	3c	14	友	yǒu	*hjuwX	*wəʔ	云久	云有	s	III	k	之	B	IV	xxx	B	眔我友 B ，	unsere ferneren Verwandtschaftslinien zu (erreichen ) verpflegen, 	
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	4b	18	友>甘										?	V	xxxx	B	{勹0{艮+殳}}其用{友>甘}（侑 B），	sie zum Mithalten [beim Essen] zu animieren, 	
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	4b	18	侑	yòu	*hjuwH	*wə(k)s	于救	云有	s	III	k	之	B						
63	MÁO GŌNG FĀNGDǏNG 毛公方鼎	235-236	5a	22	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	VI	xxxx	A	亦引唯考（孝 A）。	auch, um uns für lange Zeiten pietätvoll zu erweisen	
