ID	POEM_NUMBER	POEM_NAME	STANZA	LINE_IN_SOURCE	LINE	RHYME	RHYMEWORD	RECONSTRUCTION	COMMENT
2971	169	杕杜	2	2	征夫b[kiuəi]歸止。（脂微合韵）	征夫歸止	夫	b	kiuəi	脂微合韵
2972	169	杕杜	3	0	陟彼北山	陟彼北山				
2973	169	杕杜	3	1	言采其a[khiə]杞。	言采其杞	其	a	khiə	
2974	169	杕杜	3	0	王事靡盬	王事靡盬				
2975	169	杕杜	3	1	憂我父a[mə]母。（之部）	憂我父母	父	a	mə	之部
2976	169	杕杜	3	0	檀車幝b[sjian]幝	檀車幝幝	幝	b	sjian	
2977	169	杕杜	3	1	四牡痯b[kuan]痯	四牡痯痯	痯	b	kuan	
2978	169	杕杜	3	2	征夫不b[hiuan]遠。（元部）	征夫不遠	不	b	hiuan	元部
2979	169	杕杜	4	0	匪載匪a[lə]來	匪載匪來	匪	a	lə	
2980	169	杕杜	4	1	憂心孔a[kiuə]疚。（之部）	憂心孔疚	孔	a	kiuə	之部
2981	169	杕杜	4	0	期逝不b[tjiet]至	期逝不至	不	b	tjiet	
2982	169	杕杜	4	1	而多為b[siuet]恤。（质部）	而多為恤	為	b	siuet	质部
2983	169	杕杜	4	0	卜筮c[kei]偕止	卜筮偕止	筮	c	kei	
2984	169	杕杜	4	1	會言近止	會言近止				
2985	169	杕杜	4	2	征夫c[njiei]邇止。（脂部）	征夫邇止	夫	c	njiei	脂部
2986	169	杕杜	8	0	南陔	南陔				
2987	169	杕杜	8	0	笙詩無辭	笙詩無辭				
2988	169	杕杜	9	0	白華之什	白華之什				
2989	169	杕杜	9	0	白華	白華				
2990	169	杕杜	9	0	笙詩無辭	笙詩無辭				
2991	169	杕杜	14	0	華黍	華黍				
2992	169	杕杜	14	0	笙詩無辭	笙詩無辭				
2993	170	魚麗	1	0	魚麗于a[liu]罶	魚麗于罶	于	a	liu	
2994	170	魚麗	1	1	鱨b[sheai]鯊。（a= 幽部）	鱨鯊	鱨	b	sheai	a=幽部
2995	170	魚麗	1	0	君子有a[tziu]酒	君子有酒	有	a	tziu	
2996	170	魚麗	1	1	旨且b[tai]多。（b= 歌部）	旨且多	且	b	tai	b=歌部
2997	170	魚麗	2	0	魚麗于a[liu]罶	魚麗于罶	于	a	liu	
2998	170	魚麗	2	1	魴b[lyei]鱧。（a= 幽部）	魴鱧	魴	b	lyei	a=幽部
2999	170	魚麗	2	0	君子有a[tziu]酒	君子有酒	有	a	tziu	
3000	170	魚麗	2	1	多且b[tjiei]旨。（b= 脂部）	多且旨	且	b	tjiei	b=脂部
3001	170	魚麗	3	0	魚麗于a[liu]罶	魚麗于罶	于	a	liu	
3002	170	魚麗	3	1	鰋b[liə]鯉。（a= 幽部）	鰋鯉	鰋	b	liə	a=幽部
3003	170	魚麗	3	0	君子有a[tziu]酒	君子有酒	有	a	tziu	
3004	170	魚麗	3	1	旨且b[hiuə]有。（b= 之部）	旨且有	且	b	hiuə	b=之部
3005	170	魚麗	4	0	物其a[tai]多矣	物其多矣	其	a	tai	
3006	170	魚麗	4	1	維其a[keai]嘉矣。（歌部）	維其嘉矣	其	a	keai	歌部
3007	170	魚麗	5	0	物其a[tjiei]旨矣	物其旨矣	其	a	tjiei	
3008	170	魚麗	5	1	維其a[kei]偕矣。（脂部）	維其偕矣	其	a	kei	脂部
3009	170	魚麗	6	0	物其a[hiua]有矣	物其有矣	其	a	hiua	
3010	170	魚麗	6	1	維其a[zjiə]時矣。（之部）	維其時矣	其	a	zjiə	之部
3011	170	魚麗	10	0	由庚	由庚				
3012	170	魚麗	10	0	笙詩無辭。	笙詩無辭				
3013	171	南有嘉魚	1	0	南有嘉魚	南有嘉魚				
3014	171	南有嘉魚	1	1	烝然罩a[teôk]罩。	烝然罩罩	罩	a	teôk	
3015	171	南有嘉魚	1	0	君子有酒	君子有酒				
3016	171	南有嘉魚	1	1	嘉賓式燕以a[lôk]樂。（药部）	嘉賓式燕以樂	以	a	lôk	药部
3017	171	南有嘉魚	2	0	南有嘉魚	南有嘉魚				
3018	171	南有嘉魚	2	1	烝然汕a[shean]汕。	烝然汕汕	汕	a	shean	
3019	171	南有嘉魚	2	0	君子有酒	君子有酒				
3020	171	南有嘉魚	2	1	嘉賓式燕以a[khan]衎。（元部）	嘉賓式燕以衎	以	a	khan	元部
3021	171	南有嘉魚	3	0	南有樛木	南有樛木				
3022	171	南有嘉魚	3	1	 甘瓠a[liuəi]纍之。	甘瓠纍之	瓠	a	liuəi	
3023	171	南有嘉魚	3	0	君子有酒	君子有酒				
3024	171	南有嘉魚	3	1	嘉賓式燕a[siuəi]綏之。（微部）	嘉賓式燕綏之	燕	a	siuəi	微部
3025	171	南有嘉魚	4	0	翩翩者鵻	翩翩者鵻				
3026	171	南有嘉魚	4	1	烝然a[lə]來思。	烝然來思	然	a	lə	
3027	171	南有嘉魚	4	0	君子有酒	君子有酒				
3028	171	南有嘉魚	4	1	嘉賓式燕a[hiuə]又思。（之部）	嘉賓式燕又思	燕	a	hiuə	之部
3029	171	南有嘉魚	8	0	崇丘	崇丘				
3030	171	南有嘉魚	8	0	笙詩無辭	笙詩無辭				
3031	172	南山有臺	1	0	南山有a[də]臺	南山有臺	有	a	də	
3032	172	南山有臺	1	1	北山有a[lə]萊。	北山有萊	有	a	lə	
3033	172	南山有臺	1	0	樂只君子	樂只君子				
3034	172	南山有臺	1	1	邦家之a[kiə]基。	邦家之基	之	a	kiə	
3035	172	南山有臺	1	0	樂只君子	樂只君子				
3036	172	南山有臺	1	1	萬壽無a[giə]期。（之部）	萬壽無期	無	a	giə	之部
3037	172	南山有臺	2	0	南山有a[sang]桑	南山有桑	有	a	sang	
3038	172	南山有臺	2	1	北山有a[jiang]楊。	北山有楊	有	a	jiang	
3039	172	南山有臺	2	0	樂只君子	樂只君子				
3040	172	南山有臺	2	1	邦家之a[kuang]光。	邦家之光	之	a	kuang	
3041	172	南山有臺	2	0	樂只君子	樂只君子				
3042	172	南山有臺	2	1	萬壽無a[kiang]疆。（阳部）	萬壽無疆	無	a	kiang	阳部
3043	172	南山有臺	3	0	南山有a[khiə]杞	南山有杞	有	a	khiə	
3044	172	南山有臺	3	1	北山有a[liə]李。	北山有李	有	a	liə	
3045	172	南山有臺	3	0	樂只君子	樂只君子				
3046	172	南山有臺	3	1	民之父a[mə]母。	民之父母	父	a	mə	
3047	172	南山有臺	3	0	樂只君子	樂只君子				
3048	172	南山有臺	3	1	德音不a[jiə]已。（之部）	德音不已	不	a	jiə	之部
3049	172	南山有臺	4	0	南山有a[khu]栲	南山有栲	有	a	khu	
3050	172	南山有臺	4	1	北山有a[niu]杻。	北山有杻	有	a	niu	
3051	172	南山有臺	4	0	樂只君子	樂只君子				
3052	172	南山有臺	4	1	遐不眉a[zjiu]壽。	遐不眉壽	眉	a	zjiu	
3053	172	南山有臺	4	0	樂只君子	樂只君子				
3054	172	南山有臺	4	1	德音是a[mu]茂。（幽部）	德音是茂	是	a	mu	幽部
3055	172	南山有臺	5	0	南山有a[ko]枸	南山有枸	有	a	ko	
3056	172	南山有臺	5	1	北山有a[jio]楰。	北山有楰	有	a	jio	
3057	172	南山有臺	5	0	樂只君子	樂只君子				
3058	172	南山有臺	5	1	遐不黃a[ko]耇。	遐不黃耇	黃	a	ko	
3059	172	南山有臺	5	0	樂只君子	樂只君子				
3060	172	南山有臺	5	1	保艾爾a[ho]後。（侯部）	保艾爾後	爾	a	ho	侯部
3061	172	南山有臺	9	0	由儀	由儀				
3062	172	南山有臺	9	0	無辭	無辭				
3063	173	蓼蕭	1	0	蓼彼蕭斯	蓼彼蕭斯				
3064	173	蓼蕭	1	1	零露a[sia]湑兮。	零露湑兮	露	a	sia	
3065	173	蓼蕭	1	0	既見君子	既見君子				
3066	173	蓼蕭	1	1	我心a[sya]寫兮。	我心寫兮	心	a	sya	
3067	173	蓼蕭	1	0	燕笑a[ngia]語兮	燕笑語兮	笑	a	ngia	
3068	173	蓼蕭	1	1	是以有譽a[thjia]處兮。（鱼部）	是以有譽處兮	譽	a	thjia	鱼部
3069	173	蓼蕭	2	0	蓼彼蕭斯	蓼彼蕭斯				
3070	173	蓼蕭	2	1	零露瀼a[njiang]瀼。	零露瀼瀼	瀼	a	njiang	
3071	173	蓼蕭	2	0	既見君子	既見君子				
3072	173	蓼蕭	2	1	為龍為a[kuang]光。	為龍為光	為	a	kuang	
3073	173	蓼蕭	2	0	其德不a[shiang]爽	其德不爽	不	a	shiang	
3074	173	蓼蕭	2	1	壽考不a[miuang]忘。（阳部）	壽考不忘	不	a	miuang	阳部
3075	173	蓼蕭	3	0	蓼彼蕭斯	蓼彼蕭斯				
3076	173	蓼蕭	3	1	零露泥a[nyei]泥。	零露泥泥	泥	a	nyei	
3077	173	蓼蕭	3	0	既見君子	既見君子				
3078	173	蓼蕭	3	1	孔燕豈a[dyei]弟。	孔燕豈弟	豈	a	dyei	
3079	173	蓼蕭	3	0	宜兄宜a[dyei]弟	宜兄宜弟	宜	a	dyei	
3080	173	蓼蕭	3	1	令德壽a[khəi]豈。（脂微合韵）	令德壽豈	壽	a	khəi	脂微合韵
3081	173	蓼蕭	4	0	蓼彼蕭斯	蓼彼蕭斯				
3082	173	蓼蕭	4	1	零露濃a[niuəm]濃。	零露濃濃	濃	a	niuəm	
3083	173	蓼蕭	4	0	既見君子	既見君子				
3084	173	蓼蕭	4	1	鞗革沖a[diuəm]沖。（侵部）	鞗革沖沖	沖	a	diuəm	侵部
3085	173	蓼蕭	4	0	和鸞雝b[long]雝	和鸞雝雝	雝	b	long	
3086	173	蓼蕭	4	1	萬福攸b[dong]同。（东部）	萬福攸同	攸	b	dong	东部
3087	174	湛露	1	0	湛湛露斯	湛湛露斯				
3088	174	湛露	1	1	匪陽不a[xiəi]晞。	匪陽不晞	不	a	xiəi	
3089	174	湛露	1	0	厭厭夜飲	厭厭夜飲				
3090	174	湛露	1	1	不醉無a[kiuəi]歸。（微部）	不醉無歸	無	a	kiuəi	微部
3091	174	湛露	2	0	湛湛露斯	湛湛露斯				
3092	174	湛露	2	1	在彼豐a[tsu]草。	在彼豐草	豐	a	tsu	
3093	174	湛露	2	0	厭厭夜飲	厭厭夜飲				
3094	174	湛露	2	1	在宗載a[khu]考。（幽部）	在宗載考	載	a	khu	幽部
3095	174	湛露	3	0	湛湛露斯	湛湛露斯				
3096	174	湛露	3	1	在彼杞a[kiək]棘。	在彼杞棘	杞	a	kiək	
3097	174	湛露	3	0	顯允君子	顯允君子				
3098	174	湛露	3	1	莫不令a[tək]德。（职部）	莫不令德	令	a	tək	职部
3099	174	湛露	4	0	其實其a[iai]椅	其實其椅	其	a	iai	
3100	174	湛露	4	1	其實離a[liai]離。	其實離離	離	a	liai	
3101	174	湛露	4	0	豈弟君子	豈弟君子				
3102	174	湛露	4	1	莫不令a[ngiai]儀。（歌部）	莫不令儀	令	a	ngiai	歌部
3103	174	湛露	7	0	彤弓之什	彤弓之什				
3104	175	彤弓	1	0	彤弓弨兮	彤弓弨兮				
3105	175	彤弓	1	1	受言a[dzang]藏之。	受言藏之	言	a	dzang	
3106	175	彤弓	1	0	我有嘉賓	我有嘉賓				
3107	175	彤弓	1	1	中心a[xiuang]貺之。	中心貺之	心	a	xiuang	
3108	175	彤弓	1	0	鐘鼓既設	鐘鼓既設				
3109	175	彤弓	1	1	一朝a[xiang]饗之。（阳部）	一朝饗之	朝	a	xiang	阳部
3110	175	彤弓	2	0	彤弓弨兮	彤弓弨兮				
3111	175	彤弓	2	1	受言a[tzə]載之。	受言載之	言	a	tzə	
3112	175	彤弓	2	0	我有嘉賓	我有嘉賓				
3113	175	彤弓	2	1	中心a[xiə]喜之。	中心喜之	心	a	xiə	
3114	175	彤弓	2	0	鐘鼓既設	鐘鼓既設				
3115	175	彤弓	2	1	一朝a[hiuə]右之。（之部）	一朝右之	朝	a	hiuə	之部
3116	175	彤弓	3	0	彤弓弨兮	彤弓弨兮				
3117	175	彤弓	3	1	受言a[ku]櫜之。	受言櫜之	言	a	ku	
3118	175	彤弓	3	0	我有嘉賓	我有嘉賓				
3119	175	彤弓	3	1	中心a[xu]好之。	中心好之	心	a	xu	
3120	175	彤弓	3	0	鐘鼓既設	鐘鼓既設				
3121	175	彤弓	3	1	一朝a[zjiu]酬之。（幽部）	一朝酬之	朝	a	zjiu	幽部
3122	176	菁菁者莪	1	0	菁菁者a[ngai]莪	菁菁者莪	者	a	ngai	
3123	176	菁菁者莪	1	1	在彼中a[ai]阿。	在彼中阿	中	a	ai	
3124	176	菁菁者莪	1	0	既見君子	既見君子				
3125	176	菁菁者莪	1	1	樂且有a[ngiai]儀。（歌部）	樂且有儀	有	a	ngiai	歌部
3126	176	菁菁者莪	2	0	菁菁者莪	菁菁者莪				
3127	176	菁菁者莪	2	1	在彼中a[tjiə]沚。	在彼中沚	中	a	tjiə	
3128	176	菁菁者莪	2	0	既見君子	既見君子				
3129	176	菁菁者莪	2	1	我心則a[xiə]喜。（之部）	我心則喜	則	a	xiə	之部
3130	176	菁菁者莪	3	0	菁菁者莪	菁菁者莪				
3131	176	菁菁者莪	3	1	在彼中a[liəng]陵。	在彼中陵	中	a	liəng	
3132	176	菁菁者莪	3	0	既見君子	既見君子				
3133	176	菁菁者莪	3	1	錫我百a[bəng]朋。（蒸部）	錫我百朋	百	a	bəng	蒸部
3134	176	菁菁者莪	4	0	汎汎楊a[tjiu]舟	汎汎楊舟	楊	a	tjiu	
3135	176	菁菁者莪	4	1	載沉載a[biu]浮。	載沉載浮	載	a	biu	
3136	176	菁菁者莪	4	0	既見君子	既見君子				
3137	176	菁菁者莪	4	1	我心則a[xiu]休。（幽部）	我心則休	則	a	xiu	幽部
3138	177	六月	1	0	六月棲a[syei]棲	六月棲棲	棲	a	syei	
3139	177	六月	1	1	戎車既b[thiək]飭。	戎車既飭	既	b	thiək	
3140	177	六月	1	0	四牡騤a[giuəi]騤	四牡騤騤	騤	a	giuəi	
3141	177	六月	1	1	載是常b[biuək]服。（a= 脂部）	載是常服	常	b	biuək	a=脂部
3142	177	六月	1	0	玁狁孔b[thjiək]熾	玁狁孔熾	孔	b	thjiək	
3143	177	六月	1	1	我是用b[kiəp]急。	我是用急	用	b	kiəp	
3144	177	六月	1	0	王于出征	王于出征				
3145	177	六月	1	1	以匡王b[kuək]國。（职缉合韵）	以匡王國	王	b	kuək	职缉合韵
3146	177	六月	2	0	比物四驪	比物四驪				
3147	177	六月	2	1	閑之維a[tzək]則。	閑之維則	維	a	tzək	
3148	177	六月	2	0	維此六月	維此六月				
3149	177	六月	2	1	既成我a[biuək]服。（职部）	既成我服	我	a	biuək	职部
3150	177	六月	2	0	我服既b[zjieng]成	我服既成	既	b	zjieng	
3151	177	六月	2	1	于三十c[liə]里。（b= 耕部）	于三十里	十	c	liə	b=耕部
3152	177	六月	2	0	王于出b[tjieng]征	王于出征	出	b	tjieng	
3153	177	六月	2	1	以佐天c[tziə]子。（c= 之部）	以佐天子	天	c	tziə	c=之部
3154	177	六月	2	0	四牡脩廣	四牡脩廣				
3155	177	六月	2	1	其大有d[ngiong]顒。	其大有顒	有	d	ngiong	
3156	177	六月	2	0	薄伐玁狁	薄伐玁狁				
3157	177	六月	2	1	以奏膚d[kong]公。（东部）	以奏膚公	膚	d	kong	东部
3158	177	六月	2	0	有嚴有e[jiək]翼	有嚴有翼	有	e	jiək	
3159	177	六月	2	1	共武之e[biuək]服。	共武之服	之	e	biuək	
3160	177	六月	2	0	共武之e[biuək]服	共武之服	之	e	biuək	
3161	177	六月	2	1	以定王e[kuək]國。（职部）	以定王國	王	e	kuək	职部
3162	177	六月	3	0	玁狁匪a[njia]茹	玁狁匪茹	匪	a	njia	
3163	177	六月	3	1	整居焦a[huak]穫。（鱼铎通韵）	整居焦穫	焦	a	huak	鱼铎通韵
3164	177	六月	3	0	侵鎬及b[piuang]方	侵鎬及方	及	b	piuang	
3165	177	六月	3	1	至于涇b[jiang]陽。	至于涇陽	涇	b	jiang	
3166	177	六月	3	0	織文鳥b[tjiang]章	織文鳥章	鳥	b	tjiang	
3167	177	六月	3	1	白旆央b[iang]央。	白旆央央	央	b	iang	
3168	177	六月	3	0	元戎十乘	元戎十乘				
3169	177	六月	3	1	以先啟b[heang]行。（阳部）	以先啟行	啟	b	heang	阳部
3170	177	六月	4	0	戎車既a[an]安	戎車既安	既	a	an	
3171	177	六月	4	1	如輊如a[xian]軒。	如輊如軒	如	a	xian	
3172	177	六月	4	0	四牡既佶	四牡既佶				
3173	177	六月	4	1	既佶且a[hean]閑。	既佶且閑	且	a	hean	
3174	177	六月	4	0	薄伐玁狁	薄伐玁狁				
3175	177	六月	4	1	至于大a[ngiuan]原。	至于大原	大	a	ngiuan	
3176	177	六月	4	0	文武吉甫	文武吉甫				
3177	177	六月	4	1	萬邦為a[xian]憲。（元部）	萬邦為憲	為	a	xian	元部
3178	177	六月	5	0	吉甫燕a[xiə]喜	吉甫燕喜	燕	a	xiə	
3179	177	六月	5	1	既多受a[tjiə]祉。	既多受祉	受	a	tjiə	
3180	177	六月	5	0	來歸自鎬	來歸自鎬				
3181	177	六月	5	1	我行永a[kiuə]久。	我行永久	永	a	kiuə	
3182	177	六月	5	0	飲御諸a[hiuə]友	飲御諸友	諸	a	hiuə	
3183	177	六月	5	1	炰鱉膾a[liə]鯉。	炰鱉膾鯉	膾	a	liə	
3184	177	六月	5	0	侯誰在a[jiə]矣	侯誰在矣	在	a	jiə	
3185	177	六月	5	1	張仲孝a[hiuə]友。（之部）	張仲孝友	孝	a	hiuə	之部
3186	178	采芑	1	0	薄言采a[khiə]芑	薄言采芑	采	a	khiə	
3187	178	采芑	1	1	于彼新b[dyen]田	于彼新田	新	b	dyen	
3188	178	采芑	1	2	于此菑a[mə]畝。（a= 之部）	于此菑畝	菑	a	mə	a=之部
3189	178	采芑	1	0	方叔涖a[tjiə]止	方叔涖止	涖	a	tjiə	
3190	178	采芑	1	1	其車三b[tsyen]千	其車三千	三	b	tsyen	
3191	178	采芑	1	2	師干之c[sjiək]試。（b= 真部）	師干之試	之	c	sjiək	b=真部
3192	178	采芑	1	0	方叔率a[tjiə]止	方叔率止	率	a	tjiə	
3193	178	采芑	1	1	乘其四a[giə]騏	乘其四騏	四	a	giə	
3194	178	采芑	1	2	四騏翼c[jiək]翼。	四騏翼翼	翼	c	jiək	
3195	178	采芑	1	0	路車有c[sjiək]奭	路車有奭	有	c	sjiək	
3196	178	采芑	1	1	簟笰魚c[biuək]服	簟笰魚服	魚	c	biuək	
3197	178	采芑	1	2	鉤膺鞗c[kək]革。（职部）	鉤膺鞗革	鞗	c	kək	职部
3198	178	采芑	2	0	薄言采芑	薄言采芑				
3199	178	采芑	2	1	于彼新a[dyen]田	于彼新田	新	a	dyen	
3200	178	采芑	2	2	于此中b[xiang]鄉。	于此中鄉	中	b	xiang	
3201	178	采芑	2	0	方叔涖止	方叔涖止				
3202	178	采芑	2	1	其車三a[tsyen]千	其車三千	三	a	tsyen	
3203	178	采芑	2	2	旂旐央b[iang]央。（a= 真部）	旂旐央央	央	b	iang	a=真部
3204	178	采芑	2	0	方叔率止	方叔率止				
3205	178	采芑	2	1	約軝錯b[heang]衡	約軝錯衡	錯	b	heang	
3206	178	采芑	2	2	八鸞瑲b[tsiang]瑲。	八鸞瑲瑲	瑲	b	tsiang	
3207	178	采芑	2	0	服其命服	服其命服				
3208	178	采芑	2	1	朱芾斯b[huang]皇	朱芾斯皇	斯	b	huang	
3209	178	采芑	2	2	有瑲蔥b[heang]珩。（阳部）	有瑲蔥珩	蔥	b	heang	阳部
3210	178	采芑	3	0	鴥彼飛隼	鴥彼飛隼				
3211	178	采芑	3	1	其飛戾a[thyen]天	其飛戾天	戾	a	thyen	
3212	178	采芑	3	2	亦集爰b[tjiə]止。（a= 真部）	亦集爰止	爰	b	tjiə	a=真部
3213	178	采芑	3	0	方叔涖b[tjiə]止	方叔涖止	涖	b	tjiə	
3214	178	采芑	3	1	其車三a[tsyen]千	其車三千	三	a	tsyen	
3215	178	采芑	3	2	師干之b[sjiək]試。（b= 之职通韵）	師干之試	之	b	sjiək	b=之职通韵
3216	178	采芑	3	0	方叔率止	方叔率止				
3217	178	采芑	3	1	鉦人伐c[ka]鼓	鉦人伐鼓	伐	c	ka	
3218	178	采芑	3	2	陳師鞠c[lia]旅。（鱼部）	陳師鞠旅	鞠	c	lia	鱼部
3219	178	采芑	3	0	顯允方叔	顯允方叔				
3220	178	采芑	3	1	伐鼓淵d[yuen]淵	伐鼓淵淵	淵	d	yuen	
3221	178	采芑	3	2	振旅闐d[dyen]闐。（真部）	振旅闐闐	闐	d	dyen	真部
3222	178	采芑	4	0	蠢爾蠻荊	蠢爾蠻荊				
3223	178	采芑	4	1	大邦為a[zjiu]讎。	大邦為讎	為	a	zjiu	
3224	178	采芑	4	0	方叔元老	方叔元老				
3225	178	采芑	4	1	克壯其a[jiu]猶。	克壯其猶	其	a	jiu	
3226	178	采芑	4	0	方叔率止	方叔率止				
3227	178	采芑	4	1	執訊獲a[thjiu]醜。（幽部）	執訊獲醜	獲	a	thjiu	幽部
3228	178	采芑	4	0	戎車嘽嘽	戎車嘽嘽				
3229	178	采芑	4	1	嘽嘽焞b[thuən]焞	嘽嘽焞焞	焞	b	thuən	
3230	178	采芑	4	2	如霆如b[luəi]雷。	如霆如雷	如	b	luəi	
3231	178	采芑	4	0	顯允方叔	顯允方叔				
3232	178	采芑	4	1	征伐玁狁	征伐玁狁				
3233	178	采芑	4	2	蠻荊來b[iuəi]威。（文微通韵）	蠻荊來威	來	b	iuəi	文微通韵
3234	179	車攻	1	0	我車既a[kong]攻	我車既攻	既	a	kong	
3235	179	車攻	1	1	我馬既a[dong]同。	我馬既同	既	a	dong	
3236	179	車攻	1	0	四牡龐a[beong]龐	四牡龐龐	龐	a	beong	
3237	179	車攻	1	1	駕言徂a[tong]東。（东部）	駕言徂東	徂	a	tong	东部
3238	179	車攻	2	0	田車既a[xu]好	田車既好	既	a	xu	
3239	179	車攻	2	1	四牡孔a[biu]阜。	四牡孔阜	孔	a	biu	
3240	179	車攻	2	0	東有甫a[tsu]草	東有甫草	甫	a	tsu	
3241	179	車攻	2	1	駕言行a[sjiu]狩。（幽部）	駕言行狩	行	a	sjiu	幽部
3242	179	車攻	3	0	之子于a[miô]苗	之子于苗	于	a	miô	
3243	179	車攻	3	1	選徒囂a[xiô]囂。	選徒囂囂	囂	a	xiô	
3244	179	車攻	3	0	建旐設a[mô]旄	建旐設旄	設	a	mô	
3245	179	車攻	3	1	搏獸于a[ngô]敖。（宵部）	搏獸于敖	于	a	ngô	宵部
3246	179	車攻	4	0	駕彼四牡	駕彼四牡				
3247	179	車攻	4	1	四牡奕a[jyak]奕。	四牡奕奕	奕	a	jyak	
3248	179	車攻	4	0	赤芾金a[syak]舄	赤芾金舄	金	a	syak	
3249	179	車攻	4	1	會同有[jyak]繹。（铎部）	會同有繹	???	有	jyak	铎部
3250	179	車攻	5	0	決拾既a[tsiei]佽	決拾既佽	既	a	tsiei	
3251	179	車攻	5	1	弓矢既b[dyu/diong]調8。（a= 脂支合韵）	弓矢既調	既	b	dyu/diong	a=脂支合韵
3252	179	車攻	5	0	射夫既b[dong]同	射夫既同	既	b	dong	
3253	179	車攻	5	1	助我舉a[dzhe]柴。（b= 东部）	助我舉柴	舉	a	dzhe	b=东部
3254	179	車攻	6	0	四黃既a[keai]駕	四黃既駕	既	a	keai	
3255	179	車攻	6	1	兩驂不a[iai]猗。	兩驂不猗	不	a	iai	
3256	179	車攻	6	0	不失其a[diai]馳	不失其馳	其	a	diai	
3257	179	車攻	6	1	舍矢如a[phai]破。（歌部）	舍矢如破	如	a	phai	歌部
3258	179	車攻	7	0	蕭蕭馬a[mieng]鳴	蕭蕭馬鳴	馬	a	mieng	
3259	179	車攻	7	1	悠悠旆a[tzieng]旌。	悠悠旆旌	旆	a	tzieng	
3260	179	車攻	7	0	徒御不a[kieng]驚	徒御不驚	不	a	kieng	
3261	179	車攻	7	1	大庖不a[jieng]盈。（耕部）	大庖不盈	不	a	jieng	耕部
3262	179	車攻	8	0	之子于a[tjieng]征	之子于征	于	a	tjieng	
3263	179	車攻	8	1	有聞無a[sjieng]聲。	有聞無聲	無	a	sjieng	
3264	179	車攻	8	0	允矣君子	允矣君子				
3265	179	車攻	8	1	展也大a[zjieng]成。（耕部）	展也大成	大	a	zjieng	耕部
3266	180	吉日	1	0	吉日維a[mu]戊	吉日維戊	維	a	mu	
3267	180	吉日	1	1	既伯既a[tu]禱。	既伯既禱	既	a	tu	
3268	180	吉日	1	0	田車既a[xu]好	田車既好	既	a	xu	
3269	180	吉日	1	1	四牡孔a[biu]阜。	四牡孔阜	孔	a	biu	
3270	180	吉日	1	0	升彼大a[biu]阜	升彼大阜	大	a	biu	
3271	180	吉日	1	1	從其群a[thjiu]醜。（幽部）	從其群醜	群	a	thjiu	幽部
3272	180	吉日	2	0	吉日庚a[nga]午	吉日庚午	庚	a	nga	
3273	180	吉日	2	1	既差我a[mea]馬。	既差我馬	我	a	mea	
3274	180	吉日	2	0	獸之所b[dong]同	獸之所同	所	b	dong	
3275	180	吉日	2	1	麀鹿麌a[ngiua]麌。（a= 鱼部）	麀鹿麌麌	麌	a	ngiua	a=鱼部
3276	180	吉日	2	0	漆沮子b[dziong]從	漆沮子從	子	b	dziong	
3277	180	吉日	2	1	天子之a[shia]所。（b= 东部）	天子之所	之	a	shia	b=东部
3278	180	吉日	3	0	瞻彼中原	瞻彼中原				
3279	180	吉日	3	1	其祁孔a[hiuə]有。	其祁孔有	孔	a	hiuə	
3280	180	吉日	3	0	儦儦俟a[zhiə]俟	儦儦俟俟	俟	a	zhiə	
3281	180	吉日	3	1	或群或a[hiuə]友。	或群或友	或	a	hiuə	
3282	180	吉日	3	0	悉率左a[hiuə]右	悉率左右	左	a	hiuə	
3283	180	吉日	3	1	以燕天a[tziə]子。（之部）	以燕天子	天	a	tziə	之部
3284	180	吉日	4	0	既張我弓	既張我弓				
3285	180	吉日	4	1	既挾我a[sjiei]矢。	既挾我矢	我	a	sjiei	
3286	180	吉日	4	0	發彼小豝	發彼小豝				
3287	180	吉日	4	1	殪此大a[ziei]兕。	殪此大兕	大	a	ziei	
3288	180	吉日	4	0	以御賓客	以御賓客				
3289	180	吉日	4	1	且以酌a[lyei]醴。（脂部）	且以酌醴	酌	a	lyei	脂部
3290	181	鴻雁	1	0	鴻雁于飛	鴻雁于飛				
3291	181	鴻雁	1	1	肅肅其a[hiua]羽。	肅肅其羽	其	a	hiua	
3292	181	鴻雁	1	0	之子于征	之子于征				
3293	181	鴻雁	1	1	劬勞于a[jya]野。	劬勞于野	于	a	jya	
3294	181	鴻雁	1	0	爰及矜人	爰及矜人				
3295	181	鴻雁	1	1	哀此鰥a[koa]寡。（鱼部）	哀此鰥寡	鰥	a	koa	鱼部
3296	181	鴻雁	2	0	鴻雁于飛	鴻雁于飛				
3297	181	鴻雁	2	1	集于中a[deak]澤。	集于中澤	中	a	deak	
3298	181	鴻雁	2	0	之子于垣	之子于垣				
3299	181	鴻雁	2	1	百堵皆a[tzak]作。	百堵皆作	皆	a	tzak	
3300	181	鴻雁	2	0	雖則劬勞	雖則劬勞				
3301	181	鴻雁	2	1	其究安a[deak]宅。（铎部）	其究安宅	安	a	deak	铎部
3302	181	鴻雁	3	0	鴻雁于飛	鴻雁于飛				
3303	181	鴻雁	3	1	哀鳴嗷a[ngô]嗷。	哀鳴嗷嗷	嗷	a	ngô	
3304	181	鴻雁	3	0	維此哲人	維此哲人				
3305	181	鴻雁	3	1	謂我劬a[lô]勞。	謂我劬勞	劬	a	lô	
3306	181	鴻雁	3	0	維彼愚人	維彼愚人				
